PERSON_ID,FIRST_NAME,LAST_NAME,POSITION,HEIGHT,WEIGHT,COUNTRY,BIRTHDATE,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,SEASON_EXP
1630240,Saben,Lee,Guard,6-2,183,USA,1999-06-23T00:00:00,2020,2,38,2
203458,Alex,Len,Center,7-0,250,Ukraine,1993-06-16T00:00:00,2013,1,5,9
202695,Kawhi,Leonard,Forward,6-7,225,USA,1991-06-29T00:00:00,2011,1,15,10
1630575,Scottie,Lewis,Guard,6-5,185,USA,2000-03-12T00:00:00,2021,2,56,1
1630184,Kira,Lewis Jr.,Guard,6-1,170,USA,2001-04-06T00:00:00,2020,1,13,2
203081,Damian,Lillard,Guard,6-2,195,USA,1990-07-15T00:00:00,2012,1,6,10
1629642,Nassir,Little,Forward-Guard,6-5,220,USA,2000-02-11T00:00:00,2019,1,25,3
1630587,Isaiah,Livers,Forward,6-6,232,USA,1998-07-28T00:00:00,2021,2,42,1
1626172,Kevon,Looney,Forward,6-9,222,USA,1996-02-06T00:00:00,2015,1,30,7
201572,Brook,Lopez,Center,7-0,282,USA,1988-04-01T00:00:00,2008,1,10,14
201577,Robin,Lopez,Center,7-0,281,USA,1988-04-01T00:00:00,2008,1,15,14
1629712,Didi,Louzada,Guard,6-5,188,Brazil,1999-07-02T00:00:00,2019,2,35,3
201567,Kevin,Love,Forward-Center,6-8,251,USA,1988-09-07T00:00:00,2008,1,5,14
200768,Kyle,Lowry,Guard,6-0,196,USA,1986-03-25T00:00:00,2006,1,24,16
1630994,Gabriel,Lundberg,Guard,6-4,203,Denmark,1994-12-04T00:00:00,Undrafted,Undrafted,Undrafted,1
1627789,Timothe,Luwawu-Cabarrot,Guard-Forward,6-7,215,France,1995-05-09T00:00:00,2016,1,24,6
1626168,Trey,Lyles,Forward,6-9,234,Canada,1995-11-05T00:00:00,2015,1,12,7
1630177,Theo,Maledon,Guard,6-4,175,France,2001-06-12T00:00:00,2020,2,34,2
1630572,Sandro,Mamukelashvili,Forward-Center,6-9,240,Georgia,1999-05-23T00:00:00,2021,2,54,1
1629611,Terance,Mann,Guard-Forward,6-5,215,USA,1996-10-18T00:00:00,2019,2,48,3
1630544,Tre,Mann,Guard,6-3,178,USA,2001-02-03T00:00:00,2021,1,18,1
1626246,Boban,Marjanovic,Center,7-3,290,Serbia,1988-08-15T00:00:00,Undrafted,Undrafted,Undrafted,7
1628374,Lauri,Markkanen,Forward-Center,6-11,240,Finland,1997-05-22T00:00:00,2017,1,7,5
1630230,Naji,Marshall,Forward,6-7,220,USA,1998-01-24T00:00:00,Undrafted,Undrafted,Undrafted,2
1628997,Caleb,Martin,Forward,6-5,205,USA,1995-09-28T00:00:00,Undrafted,Undrafted,Undrafted,3
1628998,Cody,Martin,Forward,6-6,205,USA,1995-09-28T00:00:00,2019,2,36,3
1630231,Kenyon,Martin Jr.,Forward,6-5,215,USA,2001-01-06T00:00:00,2020,2,52,2
1629726,Garrison,Mathews,Guard,6-5,215,USA,1996-10-24T00:00:00,Undrafted,Undrafted,Undrafted,3
202083,Wesley,Matthews,Guard,6-4,220,USA,1986-10-14T00:00:00,Undrafted,Undrafted,Undrafted,13
1630178,Tyrese,Maxey,Guard,6-2,200,USA,2000-11-04T00:00:00,2020,1,21,2
1630219,Skylar,Mays,Guard,6-4,205,USA,1997-09-05T00:00:00,2020,2,50,2
1630540,Miles,McBride,Guard,6-1,195,USA,2000-09-08T00:00:00,2021,2,36,1
1630644,Mac,McClung,Guard,6-2,185,USA,1999-01-06T00:00:00,Undrafted,Undrafted,Undrafted,1
203468,CJ,McCollum,Guard,6-3,190,USA,1991-09-19T00:00:00,2013,1,10,9
204456,T.J.,McConnell,Guard,6-1,190,USA,1992-03-25T00:00:00,2015,0,,7
1630183,Jaden,McDaniels,Forward,6-9,185,USA,2000-09-29T00:00:00,2020,1,28,2
1629667,Jalen,McDaniels,Forward-Center,6-9,205,USA,1998-01-31T00:00:00,2019,2,52,3
203926,Doug,McDermott,Forward,6-7,225,USA,1992-01-03T00:00:00,2014,1,11,8
201580,JaVale,McGee,Center-Forward,7-0,270,USA,1988-01-19T00:00:00,2008,1,18,14
203585,Rodney,McGruder,Guard,6-4,205,USA,1991-07-29T00:00:00,Undrafted,Undrafted,Undrafted,6
1629162,Jordan,McLaughlin,Guard,5-11,185,USA,1996-04-09T00:00:00,Undrafted,Undrafted,Undrafted,3
203463,Ben,McLemore,Guard,6-3,195,USA,1993-02-11T00:00:00,2013,1,7,9
1629001,De'Anthony,Melton,Guard,6-2,200,USA,1998-05-28T00:00:00,2018,2,46,4
1629002,Chimezie,Metu,Forward-Center,6-9,225,USA,1997-03-22T00:00:00,2018,2,49,4
203114,Khris,Middleton,Forward,6-7,222,USA,1991-08-12T00:00:00,2012,2,39,10
201988,Patty,Mills,Guard,6-0,180,Australia,1988-08-11T00:00:00,2009,2,55,13
200794,Paul,Millsap,Forward,6-7,257,USA,1985-02-10T00:00:00,2006,2,47,16
1629003,Shake,Milton,Guard-Forward,6-5,205,USA,1996-09-26T00:00:00,2018,2,54,4
1630558,Davion,Mitchell,Guard,6-0,202,USA,1998-09-05T00:00:00,2021,1,9,1
1628378,Donovan,Mitchell,Guard,6-1,215,USA,1996-09-07T00:00:00,2017,1,13,5
1630596,Evan,Mobley,Center,6-11,215,USA,2001-06-18T00:00:00,2021,1,3,1
1628370,Malik,Monk,Guard,6-3,200,USA,1998-02-04T00:00:00,2017,1,11,5
202328,Greg,Monroe,Forward-Center,6-10,250,USA,1990-06-04T00:00:00,2010,1,7,10
1630541,Moses,Moody,Guard,6-5,211,USA,2002-05-31T00:00:00,2021,1,14,1
1629875,Xavier,Moon,Guard,6-2,165,USA,1995-01-02T00:00:00,Undrafted,Undrafted,Undrafted,1
1629630,Ja,Morant,Guard,6-3,174,USA,1999-08-10T00:00:00,2019,1,2,3
1629752,Juwan,Morgan,Forward,6-7,232,USA,1997-04-17T00:00:00,Undrafted,Undrafted,Undrafted,4
202693,Markieff,Morris,Forward,6-9,245,USA,1989-09-02T00:00:00,2011,1,13,11
1628420,Monte,Morris,Guard,6-2,183,USA,1995-06-27T00:00:00,2017,2,51,5
202694,Marcus,Morris Sr.,Forward,6-8,218,USA,1989-09-02T00:00:00,2011,1,14,11
1628539,Mychal,Mulder,Guard,6-3,195,Canada,1994-06-12T00:00:00,Undrafted,Undrafted,Undrafted,4
1630530,Trey,Murphy III,Forward,6-8,206,USA,2000-06-18T00:00:00,2021,1,17,1
1627749,Dejounte,Murray,Guard,6-4,180,USA,1996-09-19T00:00:00,2016,1,29,5
1627750,Jamal,Murray,Guard,6-3,215,Canada,1997-02-23T00:00:00,2016,1,7,5
203488,Mike,Muscala,Forward-Center,6-10,240,USA,1991-07-01T00:00:00,2013,2,44,9
1629004,Svi,Mykhailiuk,Guard-Forward,6-7,205,Ukraine,1997-06-10T00:00:00,2018,2,47,5
1626204,Larry,Nance Jr.,Forward-Center,6-7,245,USA,1993-01-01T00:00:00,2015,1,27,7
1630612,RJ,Nembhard Jr.,Guard,6-4,200,USA,1999-03-22T00:00:00,Undrafted,Undrafted,Undrafted,1
1630174,Aaron,Nesmith,Guard-Forward,6-5,215,USA,1999-10-16T00:00:00,2020,1,14,2
203526,Raul,Neto,Guard,6-2,180,Brazil,1992-05-19T00:00:00,2013,2,47,7
1627777,Georges,Niang,Forward,6-7,230,USA,1993-06-17T00:00:00,2016,2,50,6
1630227,Daishen,Nix,Guard,6-4,226,USA,2002-02-13T00:00:00,Undrafted,Undrafted,Undrafted,1
1630192,Zeke,Nnaji,Forward-Center,6-9,240,USA,2001-01-09T00:00:00,2020,1,22,2
203457,Nerlens,Noel,Center-Forward,6-11,220,USA,1994-04-10T00:00:00,2013,1,6,8
1629669,Jaylen,Nowell,Guard,6-4,201,USA,1999-07-09T00:00:00,2019,2,43,3
1628373,Frank,Ntilikina,Guard,6-4,200,France,1998-07-28T00:00:00,2017,1,8,5
1629134,Kendrick,Nunn,Guard,6-2,190,USA,1995-08-03T00:00:00,Undrafted,Undrafted,Undrafted,2
203994,Jusuf,Nurkic,Center,6-11,290,Bosnia and Herzegovina,1994-08-23T00:00:00,2014,1,16,8
1628021,David,Nwaba,Guard-Forward,6-5,219,USA,1993-01-14T00:00:00,Undrafted,Undrafted,Undrafted,6
1629670,Jordan,Nwora,Forward,6-8,225,USA,1998-09-09T00:00:00,2020,2,45,2
1626220,Royce,O'Neale,Forward,6-5,226,USA,1993-06-05T00:00:00,Undrafted,Undrafted,Undrafted,5
1629643,Chuma,Okeke,Forward,6-6,229,USA,1998-08-18T00:00:00,2019,1,16,2
1629006,Josh,Okogie,Guard,6-4,213,Nigeria,1998-09-01T00:00:00,2018,1,20,4
1630168,Onyeka,Okongwu,Forward-Center,6-8,240,USA,2000-12-11T00:00:00,2020,1,6,2
1630171,Isaac,Okoro,Forward-Guard,6-5,225,USA,2001-01-26T00:00:00,2020,1,5,2
203506,Victor,Oladipo,Guard,6-4,213,USA,1992-05-04T00:00:00,2013,1,2,9
203482,Kelly,Olynyk,Forward-Center,6-11,240,Canada,1991-04-19T00:00:00,2013,1,13,9
1626224,Cedi,Osman,Forward,6-7,230,Turkey,1995-04-08T00:00:00,2015,2,31,5
1626162,Kelly,Oubre Jr.,Forward-Guard,6-6,203,USA,1995-12-09T00:00:00,2015,1,15,7
1629672,Eric,Paschall,Forward,6-6,255,USA,1996-11-04T00:00:00,2019,2,41,3
101108,Chris,Paul,Guard,6-0,175,USA,1985-05-06T00:00:00,2005,1,4,17
1626166,Cameron,Payne,Guard,6-1,183,USA,1994-08-08T00:00:00,2015,1,14,7
203901,Elfrid,Payton,Guard,6-3,195,USA,1994-02-22T00:00:00,2014,1,10,8
1627780,Gary,Payton II,Guard,6-3,195,USA,1992-12-01T00:00:00,Undrafted,Undrafted,Undrafted,6
1630691,Jamorko,Pickett,Forward,6-9,206,USA,1997-12-24T00:00:00,Undrafted,Undrafted,Undrafted,1
1629033,Theo,Pinson,Guard-Forward,6-5,212,USA,1995-11-05T00:00:00,Undrafted,Undrafted,Undrafted,4
203486,Mason,Plumlee,Forward-Center,6-11,254,USA,1990-03-05T00:00:00,2013,1,22,9
1627751,Jakob,Poeltl,Center,7-1,245,Austria,1995-10-15T00:00:00,2016,1,9,6
1630197,Aleksej,Pokusevski,Forward,7-0,190,Serbia,2001-12-26T00:00:00,2020,1,17,2
1630582,Yves,Pons,Forward,6-5,206,France,1999-05-07T00:00:00,Undrafted,Undrafted,Undrafted,1
1629673,Jordan,Poole,Guard,6-4,194,USA,1999-06-19T00:00:00,2019,1,28,3
1629645,Kevin,Porter Jr.,Guard-Forward,6-4,203,USA,2000-05-04T00:00:00,2019,1,30,3
1629008,Michael,Porter Jr.,Forward,6-10,218,USA,1998-06-29T00:00:00,2018,1,14,3
203490,Otto,Porter Jr.,Forward,6-8,198,USA,1993-06-03T00:00:00,2013,1,3,9
1626171,Bobby,Portis,Forward,6-10,250,USA,1995-02-10T00:00:00,2015,1,22,7
204001,Kristaps,Porzingis,Forward-Center,7-3,240,Latvia,1995-08-02T00:00:00,2015,1,4,6
203939,Dwight,Powell,Forward-Center,6-10,240,Canada,1991-07-20T00:00:00,2014,2,45,8
1629619,Myles,Powell,Guard,6-2,195,USA,1997-07-07T00:00:00,Undrafted,Undrafted,Undrafted,2
1626181,Norman,Powell,Guard,6-3,215,USA,1993-05-25T00:00:00,2015,2,46,7
1630563,Joshua,Primo,Guard,6-4,189,Canada,2002-12-24T00:00:00,2021,1,12,1
1627752,Taurean,Prince,Forward,6-6,218,USA,1994-03-22T00:00:00,2016,1,12,6
1630202,Payton,Pritchard,Guard,6-1,195,USA,1998-01-28T00:00:00,2020,1,26,2
1630243,Trevelin,Queen,Guard,6-6,190,USA,1997-02-25T00:00:00,Undrafted,Undrafted,Undrafted,1
1629674,Neemias,Queta,Center,7-0,248,Portugal,1999-07-13T00:00:00,2021,2,39,1
1630193,Immanuel,Quickley,Guard,6-3,190,USA,1999-06-17T00:00:00,2020,1,25,2
203944,Julius,Randle,Forward-Center,6-8,250,USA,1994-11-29T00:00:00,2014,1,7,8
1630559,Austin,Reaves,Guard,6-5,197,USA,1998-05-29T00:00:00,Undrafted,Undrafted,Undrafted,1
1629629,Cam,Reddish,Forward-Guard,6-8,217,USA,1999-09-01T00:00:00,2019,1,10,3
1628432,Davon,Reed,Guard,6-5,206,USA,1995-06-11T00:00:00,2017,2,32,3
1630194,Paul,Reed,Forward,6-9,210,USA,1999-06-14T00:00:00,2020,2,58,2
1629675,Naz,Reid,Center-Forward,6-9,264,USA,1999-08-26T00:00:00,Undrafted,Undrafted,Undrafted,3
1630208,Nick,Richards,Center,7-0,245,Jamaica,1997-11-29T00:00:00,2020,2,42,2
1626196,Josh,Richardson,Guard,6-5,200,USA,1993-09-15T00:00:00,2015,2,40,7
203085,Austin,Rivers,Guard,6-4,200,USA,1992-08-01T00:00:00,2012,1,10,10
1629130,Duncan,Robinson,Forward,6-7,215,USA,1994-04-22T00:00:00,Undrafted,Undrafted,Undrafted,4
1629011,Mitchell,Robinson,Center-Forward,7-0,240,USA,1998-04-01T00:00:00,2018,2,36,4
1630526,Jeremiah,Robinson-Earl,Forward,6-8,242,USA,2000-11-03T00:00:00,2021,2,32,1
1629676,Isaiah,Roby,Forward,6-8,230,USA,1998-02-03T00:00:00,2019,2,45,3
200765,Rajon,Rondo,Guard,6-1,180,USA,1986-02-22T00:00:00,2006,1,21,17
201565,Derrick,Rose,Guard,6-2,200,USA,1988-10-04T00:00:00,2008,1,1,13
203082,Terrence,Ross,Guard-Forward,6-6,206,USA,1991-02-05T00:00:00,2012,1,8,10
1626179,Terry,Rozier,Guard,6-1,190,USA,1994-03-17T00:00:00,2015,1,16,7
201937,Ricky,Rubio,Guard,6-2,190,Spain,1990-10-21T00:00:00,2009,1,5,11
1626156,D'Angelo,Russell,Guard,6-4,193,USA,1996-02-23T00:00:00,2015,1,2,7
1630346,Matt,Ryan,Forward,6-7,215,USA,1997-04-17T00:00:00,Undrafted,Undrafted,Undrafted,1
1627734,Domantas,Sabonis,Forward-Center,6-11,240,Lithuania,1996-05-03T00:00:00,2016,1,11,6
203967,Dario,Saric,Forward-Center,6-10,225,Croatia,1994-04-08T00:00:00,2014,1,12,5
203107,Tomas,Satoransky,Guard,6-7,210,Czech Republic,1991-10-30T00:00:00,2012,2,32,7
1630648,Jordan,Schakel,Guard,6-6,200,USA,1998-06-13T00:00:00,Undrafted,Undrafted,Undrafted,1
1629678,Admiral,Schofield,Forward,6-5,241,United Kingdom,1997-03-30T00:00:00,2019,2,42,2
203471,Dennis,Schroder,Guard,6-1,172,Germany,1993-09-15T00:00:00,2013,1,17,9
1630206,Jay,Scrubb,Guard,6-5,220,USA,2000-09-01T00:00:00,2020,2,55,3
1630578,Alperen,Sengun,Center,6-10,243,Turkey,2002-07-25T00:00:00,2021,1,16,1
1629012,Collin,Sexton,Guard,6-1,190,USA,1999-01-04T00:00:00,2018,1,8,4
1629013,Landry,Shamet,Guard,6-4,190,USA,1997-03-13T00:00:00,2018,1,26,4
1630549,Day'Ron,Sharpe,Center,6-9,265,USA,2001-11-06T00:00:00,2021,1,29,1
1627783,Pascal,Siakam,Forward,6-8,230,Cameroon,1994-04-02T00:00:00,2016,1,27,6
1627732,Ben,Simmons,Guard-Forward,6-11,240,Australia,1996-07-20T00:00:00,2016,1,1,4
1630250,Marko,Simonovic,Center,6-11,220,Montenegro,1999-10-15T00:00:00,2020,2,44,1
1629014,Anfernee,Simons,Guard,6-3,181,USA,1999-06-08T00:00:00,2018,1,24,4
1630579,Jericho,Sims,Center,6-9,250,USA,1998-10-20T00:00:00,2021,2,58,1
1630606,Javonte,Smart,Guard,6-4,205,USA,1999-06-03T00:00:00,Undrafted,Undrafted,Undrafted,2
203935,Marcus,Smart,Guard,6-4,220,USA,1994-03-06T00:00:00,2014,1,6,8
202397,Ish,Smith,Guard,6-0,175,USA,1988-07-05T00:00:00,Undrafted,Undrafted,Undrafted,12
1630188,Jalen,Smith,Forward-Center,6-10,215,USA,2000-03-16T00:00:00,2020,1,10,2
1630270,Xavier,Sneed,Forward,6-5,215,USA,1997-12-21T00:00:00,Undrafted,Undrafted,Undrafted,1
203503,Tony,Snell,Guard,6-6,213,USA,1991-11-10T00:00:00,2013,1,20,9
1630531,Jaden,Springer,Guard,6-4,202,USA,2002-09-25T00:00:00,2021,1,28,1
203917,Nik,Stauskas,Guard,6-6,207,Canada,1993-10-07T00:00:00,2014,1,8,7
202362,Lance,Stephenson,Forward,6-5,210,USA,1990-09-05T00:00:00,2010,2,40,11
1630205,Lamar,Stevens,Forward,6-6,230,USA,1997-07-09T00:00:00,Undrafted,Undrafted,Undrafted,2
1630191,Isaiah,Stewart,Forward-Center,6-8,250,USA,2001-05-22T00:00:00,2020,1,16,2
1629622,Max,Strus,Guard-Forward,6-5,215,USA,1996-03-28T00:00:00,Undrafted,Undrafted,Undrafted,3
1630591,Jalen,Suggs,Guard,6-5,205,USA,2001-06-03T00:00:00,2021,1,5,1
1630256,Jae'Sean,Tate,Forward,6-4,230,USA,1995-10-28T00:00:00,Undrafted,Undrafted,Undrafted,2
1628369,Jayson,Tatum,Forward-Guard,6-8,210,USA,1998-03-03T00:00:00,2017,1,3,5
1630678,Terry,Taylor,Forward,6-5,230,USA,1999-09-23T00:00:00,Undrafted,Undrafted,Undrafted,1
202066,Garrett,Temple,Guard-Forward,6-5,195,USA,1986-05-08T00:00:00,Undrafted,Undrafted,Undrafted,12
1630179,Tyrell,Terry,Guard,6-2,160,USA,2000-09-28T00:00:00,2020,2,31,3
1628464,Daniel,Theis,Forward-Center,6-9,245,Germany,1992-04-04T00:00:00,Undrafted,Undrafted,Undrafted,5
1630271,Brodric,Thomas,Guard,6-5,185,USA,1997-01-28T00:00:00,Undrafted,Undrafted,Undrafted,2
1630560,Cam,Thomas,Guard,6-3,210,Japan,2001-10-13T00:00:00,2021,1,27,1
202738,Isaiah,Thomas,Guard,5-9,185,USA,1989-02-07T00:00:00,2011,2,60,11
1629744,Matt,Thomas,Guard,6-3,190,USA,1994-08-04T00:00:00,Undrafted,Undrafted,Undrafted,3
202691,Klay,Thompson,Guard,6-6,220,USA,1990-02-08T00:00:00,2011,1,11,9
202684,Tristan,Thompson,Center-Forward,6-9,254,Canada,1991-03-13T00:00:00,2011,1,4,11
1630550,JT,Thor,Forward,6-9,203,USA,2002-08-26T00:00:00,2021,2,37,1
1629680,Matisse,Thybulle,Guard-Forward,6-5,201,USA,1997-03-04T00:00:00,2019,1,20,3
1629681,Killian,Tillie,Forward-Center,6-9,220,France,1998-03-05T00:00:00,Undrafted,Undrafted,Undrafted,2
1630214,Xavier,Tillman Sr.,Forward,6-8,245,USA,1999-01-12T00:00:00,2020,2,35,2
1630225,Isaiah,Todd,Forward,6-9,219,USA,2001-10-17T00:00:00,2021,2,31,1
1630167,Obi,Toppin,Forward,6-9,220,USA,1998-03-04T00:00:00,2020,1,8,2
1629308,Juan,Toscano-Anderson,Forward,6-6,209,USA,1993-04-10T00:00:00,Undrafted,Undrafted,Undrafted,3
1626157,Karl-Anthony,Towns,Center-Forward,6-11,248,USA,1995-11-15T00:00:00,2015,1,1,7
1629018,Gary,Trent Jr.,Guard-Forward,6-5,209,USA,1999-01-18T00:00:00,2018,2,37,4
200782,P.J.,Tucker,Forward,6-5,245,USA,1985-05-05T00:00:00,2006,2,35,11
1629730,Rayjon,Tucker,Guard,6-3,209,USA,1997-09-24T00:00:00,Undrafted,Undrafted,Undrafted,4
1626167,Myles,Turner,Center-Forward,6-11,250,USA,1996-03-24T00:00:00,2015,1,11,7
202685,Jonas,Valanciunas,Center,6-11,265,Lithuania,1992-05-06T00:00:00,2011,1,5,10
1627832,Fred,VanVleet,Guard,6-1,197,USA,1994-02-25T00:00:00,Undrafted,Undrafted,Undrafted,6
1629020,Jarred,Vanderbilt,Forward,6-9,214,USA,1999-04-03T00:00:00,2018,2,41,4
1630170,Devin,Vassell,Guard-Forward,6-5,200,USA,2000-08-23T00:00:00,2020,1,11,2
1629216,Gabe,Vincent,Guard,6-3,200,USA,1996-06-14T00:00:00,Undrafted,Undrafted,Undrafted,3
202696,Nikola,Vucevic,Center,6-10,260,Montenegro,1990-10-24T00:00:00,2011,1,16,11
1629731,Dean,Wade,Forward-Center,6-9,228,USA,1996-11-20T00:00:00,Undrafted,Undrafted,Undrafted,3
1630532,Franz,Wagner,Forward,6-10,220,Germany,2001-08-27T00:00:00,2021,1,8,1
1629021,Moritz,Wagner,Forward-Center,6-11,245,Germany,1997-04-26T00:00:00,2018,1,25,4
1630688,Ish,Wainright,Forward,6-5,250,USA,1994-09-12T00:00:00,Undrafted,Undrafted,Undrafted,1
202689,Kemba,Walker,Guard,6-0,184,USA,1990-05-08T00:00:00,2011,1,9,11
1629022,Lonnie,Walker IV,Guard-Forward,6-4,204,USA,1998-12-14T00:00:00,2018,1,18,4
202322,John,Wall,Guard,6-3,210,USA,1990-09-06T00:00:00,2010,1,1,10
203933,T.J.,Warren,Forward,6-8,220,USA,1993-09-05T00:00:00,2014,1,14,7
1629023,P.J.,Washington,Forward,6-7,230,USA,1998-08-23T00:00:00,2019,1,12,3
1630613,Duane,Washington Jr.,Guard,6-3,197,Germany,2000-03-24T00:00:00,Undrafted,Undrafted,Undrafted,1
1629139,Yuta,Watanabe,Guard-Forward,6-9,215,Japan,1994-10-13T00:00:00,Undrafted,Undrafted,Undrafted,4
1630322,Lindy,Waters III,Forward,6-6,215,USA,1997-07-28T00:00:00,Undrafted,Undrafted,Undrafted,1
1630570,Trendon,Watford,Forward,6-8,237,USA,2000-11-09T00:00:00,Undrafted,Undrafted,Undrafted,1
1629683,Quinndary,Weatherspoon,Guard,6-3,205,USA,1996-09-10T00:00:00,2019,2,49,3
201566,Russell,Westbrook,Guard,6-3,200,USA,1988-11-12T00:00:00,2008,1,4,14
1629632,Coby,White,Guard,6-4,195,USA,2000-02-16T00:00:00,2019,1,7,3
1628401,Derrick,White,Guard,6-4,190,USA,1994-07-02T00:00:00,2017,1,29,5
202355,Hassan,Whiteside,Center,7-0,265,USA,1989-06-13T00:00:00,2010,2,33,10
1630580,Joe,Wieskamp,Guard-Forward,6-6,205,USA,1999-08-23T00:00:00,2021,2,41,1
1630598,Aaron,Wiggins,Guard,6-4,190,USA,1999-01-02T00:00:00,2021,2,55,1
203952,Andrew,Wiggins,Forward,6-7,197,Canada,1995-02-23T00:00:00,2014,1,1,8
1629623,Lindell,Wigginton,Guard,6-1,189,Canada,1998-03-28T00:00:00,2019,,,1
1630314,Brandon,Williams,Guard,6-2,190,USA,1999-11-22T00:00:00,Undrafted,Undrafted,Undrafted,1
1629684,Grant,Williams,Forward,6-6,236,USA,1998-11-30T00:00:00,2019,1,22,3
1629026,Kenrich,Williams,Guard-Forward,6-6,210,USA,1994-12-02T00:00:00,Undrafted,Undrafted,Undrafted,4
101150,Lou,Williams,Guard,6-2,175,USA,1986-10-27T00:00:00,2005,2,45,17
1630172,Patrick,Williams,Forward,6-7,215,USA,2001-08-26T00:00:00,2020,1,4,2
1630533,Ziaire,Williams,Forward,6-9,185,USA,2001-09-12T00:00:00,2021,1,10,1
1629057,Robert,Williams III,Center-Forward,6-9,237,USA,1997-10-17T00:00:00,2018,1,27,4
1629627,Zion,Williamson,Forward,6-6,284,USA,2000-07-06T00:00:00,2019,1,1,2
1629685,Dylan,Windler,Guard-Forward,6-6,196,USA,1996-09-22T00:00:00,2019,1,26,2
1626159,Justise,Winslow,Forward-Guard,6-6,222,USA,1996-03-26T00:00:00,2015,1,10,7
1630216,Cassius,Winston,Guard,6-1,185,USA,1998-02-28T00:00:00,2020,2,53,3
1630164,James,Wiseman,Center,7-0,240,USA,2001-03-31T00:00:00,2020,1,2,1
1626174,Christian,Wood,Forward,6-9,214,USA,1995-09-27T00:00:00,Undrafted,Undrafted,Undrafted,6
1630218,Robert,Woodard II,Forward,6-6,235,USA,1999-09-22T00:00:00,2020,2,40,2
1626153,Delon,Wright,Guard,6-5,185,USA,1992-04-26T00:00:00,2015,1,20,7
1630589,Moses,Wright,Forward,6-8,226,USA,1998-12-23T00:00:00,Undrafted,Undrafted,Undrafted,1
1630593,McKinley,Wright IV,Guard,5-11,192,USA,1998-10-25T00:00:00,Undrafted,Undrafted,Undrafted,1
1628221,Gabe,York,Guard,6-3,190,USA,1993-08-02T00:00:00,Undrafted,Undrafted,Undrafted,2
201152,Thaddeus,Young,Forward,6-8,235,USA,1988-06-21T00:00:00,2007,1,12,15
1629027,Trae,Young,Guard,6-1,164,USA,1998-09-19T00:00:00,2018,1,5,4
1630209,Omer,Yurtseven,Center,6-11,275,Turkey,1998-06-19T00:00:00,Undrafted,Undrafted,Undrafted,1
1627826,Ivica,Zubac,Center,7-0,240,Croatia,1997-03-18T00:00:00,2016,2,32,6
